BirdID_USGS_F,band_numb_female,BirdID_FR_F,field_readable_female,BirdID_USGS_M,band_numb_male,BirdID_FR_M,field_readable_male,nest_label,species,Month,Day,Year,latitude,longitude,nest_habitat,LocationID,detailed_location
,,1136,8A6,1582,1777-28135,1582,4P9,10G1,GBBG,5,26,2010,42.98567,-70.6183,Shrub_Small,1,Bartels
,,1775,8F3,1357,1777-14110,1357,4P3,10G2,GBBG,5,26,2010,42.9874,-70.61313,Shrub_Small,1,Bartels
,,1762,9F5,,,1541,3P7,10G3,GBBG,5,26,2010,42.98874,-70.61196,Shrub_Large,1,Incinerator Ridge
,,1779,9F3,,,1283,3P9,10G4,GBBG,5,26,2010,42.9889,-70.61135,Rock_Vegetated,1,Incinerator Ridge
,,1774,9F4,,,1060,1A0,10G5,GBBG,5,26,2010,42.98858,-70.61118,Shrub_Large,1,Gerry's Ridge
,,1772,9F0,,,1292,5P5,10G6,GBBG,5,26,2010,42.98886,-70.61192,Shrub_Large,1,Incinerator Ridge
,,69,0J3,,,1356,4P4,10G7,GBBG,5,26,2010,42.98884,-70.61235,Rock_Vegetated,1,Incinerator Ridge
,,1771,9F1,,,1677,3K1,10G8,GBBG,5,26,2010,42.98909,-70.61295,Shrub_Large,1,Incinerator Ridge
1773,1997-02043,1773,0F0,,,1674,2K8,10G9,GBBG,5,26,2010,42.98908,-70.61341,Pebbles_Vegetated,1,Broad Cove
1700,1937-67554,1700,9K8,1260,1777-14013,1260,1 E 3,10G10,GBBG,5,26,2010,42.98907,-70.61452,Shrub_Large,1,Road: to Broad Cove
1239,1777-08292,1239,9C2,1277,1777-14030,1277,3 E 1,10G11,GBBG,5,26,2010,42.98878,-70.61536,Under_Building,1,Dive Locker
,,,2 E 2,1269,1777-14022,1269,,10G12,GBBG,5,26,2010,,,Shrub_Large,1,Sunset Pavillion
,,1760,9F7,,,1670,2K5,10G13,GBBG,5,26,2010,42.98696,-70.61599,Rock_Vegetated,1,Sunset Pavillion
1777,1997-02047,1777,8F1,1662,1937-67516,1662,1K6,10G14,GBBG,5,26,2010,42.98688,-70.61597,Shrub_Small,1,Sunset Pavillion
,,1247,0C0,1778,1997-02048,1778,9F2,10G15,GBBG,5,26,2010,42.98709,-70.61584,Shrub_Small,1,PK - Radar Tower
1665,1937-67519,1665,1K9,,,1780,9F6,10G16,GBBG,5,26,2010,42.98726,-70.61649,Shrub_Large,1,Road: SML Dock to High Tide Pier
,,1272,2 E 5,,,1782,3K8,10G17,GBBG,5,26,2010,42.98714,-70.61703,Shrub_Small,1,SML Dock
1776,1997-02046,1776,3P1,1666,1937-67520,1666,2K0,10G18,GBBG,5,26,2010,42.98722,-70.6168,Shrub_Small,1,SML Dock
,,1504,4P2,,,,,10G19,GBBG,5,26,2010,,,Shrub_Small,1,Road: SML Dock to High Tide Pier
1294,1777-14047,1294,5P1,,,1585,3P2,10G20,GBBG,5,26,2010,42.98806,-70.61584,Pebbles_Vegetated,1,Road: SML Dock to High Tide Pier
,,1547,3P3,,,1209,6C1,10G21,GBBG,5,26,2010,42.98854,-70.61549,Rock_Vegetated,1,High Tide Pier
,,1407,7 E 3,,,1063,1A5,10G22,GBBG,5,26,2010,,,Rock_Vegetated,1,High Tide Pier
1096,1777-08146,1096,4A6,,,1404,5H7,10G23,GBBG,5,26,2010,42.98918,-70.61544,Shrub_Small,1,Grass Lab
,,1261,1 E 4,,,1240,9C3,10G24,GBBG,5,26,2010,,,Shrub_Large,1,Dive Locker
,,1544,3P4,,,1687,5K0,10G25,GBBG,5,26,2010,42.9893,-70.61612,Rock_Vegetated,1,Grass Lab
,,1761,9F8,,,,,10G26,GBBG,5,26,2010,,,Rock_Vegetated,1,Road: Laighton to Kiggins
,,1781,3K7,,,1770,8F2,10G27,GBBG,5,26,2010,42.98743,-70.61366,Shrub_Small,1,Road: Kiggins to Bartels
,,1450,4P6,1116,1777-08166,1116,6A6,10G28,GBBG,5,26,2010,42.98764,-70.61538,Shrub_Small,1,Laighton
1691,1937-67545,1691,3K6,,,1542,5P0,10G29,GBBG,5,26,2010,42.98819,-70.61575,Shrub_Small,1,Road: SML Dock to High Tide Pier
,,1295,5P2,,,52,3K9,10G30,GBBG,5,26,2010,42.98851,-70.61558,Rock_Vegetated,1,High Tide Pier
,,1281,5P4,,,1718,8K9,10G32,GBBG,5,26,2010,42.98848,-70.61575,Shrub_Small,1,High Tide Pier
,,1538,5P6,,,1784,5K4,10G33,GBBG,5,26,2010,42.9884,-70.61203,Shrub_Large,1,Trail: Bartels to Bench
,,1505,5P7,,,1786,5K5,10G34,GBBG,5,26,2010,42.98864,-70.61107,Shrub_Small,1,Gerry's Ridge
,,1586,5P8,,,1355,6P2,10G35,GBBG,5,26,2010,42.9892,-70.61434,Shrub_Large,1,Road: to Broad Cove
,,47,5K2,,,1278,5P9,10G36,GBBG,5,24,2010,,,,156,Grass Lab
1053,1777-08103,1053,0A3,1588,1777-28141,1588,6P0,10G37,GBBG,5,26,2010,42.98897,-70.61549,Shrub_Small,1,Dive Locker
,,1688,5K1,,,1365,6P6,10G38,GBBG,5,26,2010,42.98912,-70.61617,Pebbles_Vegetated,1,FMS Transect 5
,,1686,4K9,1303,1777-14056,1303,4P8,10G39,GBBG,5,26,2010,42.98909,-70.61622,Pebbles_Vegetated,1,FMS Transect 5
1669,1937-67523,1669,2K3,1587,1777-28140,1587,6P7,10G40,GBBG,5,26,2010,42.98684,-70.61472,Shrub_Large,1,Trail: PK to Dorm 2
,,,6H2,1409,1777-14162,1409,,10G41,GBBG,5,26,2010,,,Shrub_Large,1,Road: Sandpiper Beach Road
1661,1937-67515,1661,1K5,,,1592,6P1,10G43,GBBG,5,26,2010,42.98968,-70.61687,Shrub_Large,1,Road: Sandpiper Beach Road
1667,1937-67521,1667,2K1,1366,1777-14119,1366,6P4,10G44,GBBG,5,26,2010,42.98722,-70.61662,Rock_Vegetated,1,Road: SML Dock to High Tide Pier
1668,1937-67522,1668,2K2,,,,,10G45,GBBG,5,26,2010,,,Rock_Vegetated,1,Dorm 2
,,1121,7A1,,,1672,2K6,10G46,GBBG,5,26,2010,42.98695,-70.61594,Rock_Vegetated,1,Sunset Pavillion
,,1663,1K7,,,,,10G47,GBBG,5,26,2010,,,Shrub_Large,1,Sunset Pavillion
,,,4K2,1697,1937-67551,1697,,10G49,GBBG,5,26,2010,,,Shrub_Small,1,Road: SML Dock to Laighton
,,1673,2K7,,,1536,6P5,10G50,GBBG,5,26,2010,42.98912,-70.61366,Pebbles_Vegetated,1,Broad Cove
,,1685,4K8,,,,,10G51,GBBG,5,26,2010,,,Rock_Vegetated,1,Sandpiper Beach
1682,1937-67536,1682,4K4,1590,1777-28143,1590,5K3,10G52,GBBG,5,26,2010,42.98955,-70.61469,Shrub_Small,1,Ross's Pole Barn
,,,4K5,1681,1937-67535,1681,,10G53,GBBG,5,26,2010,,,Shrub_Small,1,Ross's Pole Barn
,,1589,6P3,1502,1777-28055,1502,7P0,10G54,GBBG,5,26,2010,42.98785,-70.6158,Shrub_Large,1,Road: SML Dock to Laighton
1543,1777-28096,1543,7P1,,,,,10G55,GBBG,5,26,2010,,,Shrub_Large,1,SML Dock
,,1304,7P2,,,1785,4K3,10G57,GBBG,5,26,2010,42.98689,-70.61675,Rock_Vegetated,1,Kingsbury House
,,1707,9K5,,,,,10G58,GBBG,5,26,2010,,,Rock_Vegetated,1,Smith's Cove
,,1705,9K3,,,,,10G59,GBBG,5,26,2010,,,Rock_Vegetated,1,Smith's Cove
,,1704,9K1,,,1684,4K6,10G60,GBBG,5,26,2010,42.98621,-70.61822,Shrub_Small,1,Smith's Cove
,,1683,4K7,,,,,10G61,GBBG,5,26,2010,,,Shrub_Small,1,Smith's Cove
,,1675,3K0,,,1701,9K7,10G66,GBBG,5,26,2010,42.98909,-70.61365,Pebbles_Vegetated,1,Broad Cove
,,1676,2K9,,,,,10G67,GBBG,5,26,2010,,,Rock_Vegetated,1,Norwegian Cove
,,1678,3K2,,,,,10G68,GBBG,5,26,2010,,,Shrub_Small,1,Smith's Cove
,,1696,4K1,,,1671,3K5,10G69,GBBG,5,26,2010,42.98585,-70.61812,Rock_Vegetated,1,Smith's Cove
,,1679,3K3,,,1706,9K4,10G70,GBBG,5,26,2010,42.98605,-70.61833,Rock_Vegetated,1,Smith's Cove
,,1680,3K4,,,,,10G71,GBBG,5,26,2010,,,Shrub_Small,1,Smith's Cove
,,1699,9K9,,,1783,4K0,10G72,GBBG,5,26,2010,42.98882,-70.61232,Rock_Vegetated,1,Incinerator Ridge
1831,1997-12601,1831,0R1,,,,,11G1,GBBG,5,16,2011,42.98745,-70.61371,Rock_Vegetated,1,Road: Kiggins to Bartels
,,1664,1K8,,,1591,6P9,11G2,GBBG,5,18,2011,42.98698,-70.61556,Rock_Vegetated,1,Road: SML dock to Laighton
,,1665,1K9,,,1780,9F6,11G3,GBBG,5,18,2011,42.98722,-70.61647,Rock_Vegetated,1,Road: SML dock to Laighton
,,1782,3K8,,,1272,2 E 5,11G4,GBBG,5,18,2011,42.98705,-70.61702,,1,SML Dock
,,1760,9F7,,,1670,2K5,11G5,GBBG,5,18,2011,42.98688,-70.616,Rock_Vegetated,1,Sunset Pavilion
,,1122,7A2,,,,,11G6,GBBG,5,18,2011,42.98683,-70.61592,Rock_Vegetated,1,Sunset Pavilion
,,1111,6A1,1870,1997-12640,1870,4R2,11G7,GBBG,5,18,2011,42.98711,-70.61642,Shrub_Large,1,Road: SML dock to Laighton
,,1697,4K2,1834,1997-12604,1834,0R4,11G8,GBBG,5,18,2011,42.98755,-70.61614,,1,Road: SML dock to high tide pier
,,1778,9F2,1857,1997-12627,1857,4R1,11G9,GBBG,5,18,2011,42.98709,-70.6158,Rock_Vegetated,1,Road: SML dock to Laighton
,,1276,2 E 9,1854,1997-12624,1854,1R8,11G10,GBBG,5,18,2011,42.98651,-70.61782,Rock_Vegetated,1,FMS Transect 28
,,1294,5P1,,,1585,3P2,11G11,GBBG,5,18,2011,42.98795,-70.61576,Rock_Vegetated,1,High Tide Pier
,,1281,5P4,,,,,11G12,GBBG,5,18,2011,42.9885,-70.61573,,1,High Tide Pier
,,1269,2 E 2,,,,UB,11G13,GBBG,5,18,2011,42.9869,-70.61575,Rock_Vegetated,1,Sunset Pavilion
,,1239,9C2,,,1277,3 E 1,11G14,GBBG,5,18,2011,42.98868,-70.6154,Rock_Vegetated,1,Dive Locker
,,1404,5H7,,,1096,4A6,11G15,GBBG,5,18,2011,42.98927,-70.61513,Shrub_Small,1,Grass Lab
,,1682,4K4,,,,N/A,11G16,GBBG,5,18,2011,42.98946,-70.61465,Shrub_Small,1,Ross's Pole Barn
,,1278,5P9,47,1227-69941,47,5K2,11G17,GBBG,5,19,2011,42.9891,-70.61552,,1,Grass Lab
,,1409,6H2,61,1227-69955,61,2R7,11G18,GBBG,5,18,2011,42.9893,-70.61653,Shrub_Small,1,Road: Sandpiper Beach Road
1702,1937-67556,1702,9K6,9,1227-69903,9,5P3,11G19,GBBG,5,19,2011,42.9884,-70.61575,Shrub_Small,1,High Tide Pier
,,1304,7P2,,,1785,4K3,11G20,GBBG,5,18,2011,42.98694,-70.61679,Rock_Vegetated,1,Kingsbury House
,,1667,2K1,,,1366,6P4,11G21,GBBG,5,19,2011,42.98731,-70.61653,Rock_Vegetated,1,Road: SML dock to high tide pier
,,1707,9K5,1839,1997-12609,1839,0R9,11G22,GBBG,5,19,2011,42.98564,-70.61827,,1,FMS Transect 28
,,1701,9K7,,,1675,3K0,11G23,GBBG,5,19,2011,42.98913,-70.61366,Pebbles_Vegetated,1,Broad Cove
52,1227-69946,52,3K9,,,,,11G24,GBBG,5,19,2011,42.98849,-70.61556,Rock_Vegetated,1,High Tide Pier
,,1704,9K1,,,1684,4K6,11G25,GBBG,5,19,2011,42.98622,-70.6182,Rock_Vegetated,1,FMS Transect 28
,,1678,3K2,,,1689,9K0,11G26,GBBG,5,19,2011,42.98555,-70.61827,Rock_Vegetated,1,FMS Transect 28
,,1706,9K4,,,1679,3K3,11G27,GBBG,5,19,2011,42.98591,-70.61837,Rock_Vegetated,1,FMS Transect 28
,,1542,5P0,,,,UB,11G28,GBBG,5,19,2011,42.9882,-70.61576,Pebbles_Vegetated,1,High Tide Pier
,,1696,4K1,,,1671,3K5,11G29,GBBG,5,19,2011,42.9859,-70.61822,Rock_Vegetated,1,FMS Transect 28
,,1274,2 E 7,,,,,11G30,GBBG,5,19,2011,42.98616,-70.6181,Shrub_Large,1,FMS Transect 28
,,1100,5A0,1836,1997-12606,1836,0R6,11G31,GBBG,5,19,2011,42.98862,-70.61177,Shrub_Small,1,Trail: Bartels to Bench
,,1062,1A2,,,,,11G32,GBBG,5,19,2011,42.98806,-70.61071,Shrub_Small,1,Herring Gull Ghetto
,,1786,5K5,,,1505,5P7,11G33,GBBG,5,19,2011,42.98865,-70.61105,Rock_Vegetated,1,Gerry's Ridge
54,1227-69948,,3K1,,,1677,,11G34,GBBG,5,19,2011,42.98909,-70.61293,Shrub_Small,1,Incinerator Ridge
,,1136,8A6,,,1582,4P9,11G35,GBBG,5,19,2011,42.98745,-70.61344,Shrub_Small,1,Bartels
,,1104,5A4,1871,1997-12641,1871,4R0,11G36,GBBG,5,19,2011,42.9884,-70.61095,,1,Gerry's Ridge
54,1227-69948,54,2K4,,,1284,6P8,11G37,GBBG,5,19,2011,42.98882,-70.61143,Rock_Vegetated,1,Gerry's Ridge
,,1407,7 E 3,52,1227-69946,,,11G38,GBBG,5,18,2011,42.98859,-70.61537,,1,Dive Locker
,,1714,9P3,,,1283,3P9,11G39,GBBG,5,19,2011,42.98889,-70.61136,Rock_Vegetated,1,Gerry's Ridge
,,1283,3P9,,,1779,9F3,11G39,GBBG,,,2011,,,Rock_Vegetated,1,Gerry's Ridge
,,1502,7P0,,,,,11G40,GBBG,5,19,2011,42.98838,-70.61581,,1,Road: SML dock to high tide pier
,,1098,4A8,,,1347,0 E 0,11G41,GBBG,5,19,2011,42.98909,-70.61333,Rock_Vegetated,1,Broad Cove
,,1855,2R5,,,,,11G42,GBBG,5,20,2011,42.98847,-70.61568,,1,High Tide Pier
,,1783,4K0,,,1699,9K9,11G43,GBBG,5,20,2011,42.98878,-70.61224,Shrub_Small,1,Incinerator Ridge
1841,1997-12611,1841,1R1,,,,,11G44,GBBG,5,21,2011,42.98582,-70.61835,Rock_Vegetated,1,FMS Transect 27
1840,1997-12610,1840,1R0,,,,,11G45,GBBG,5,20,2011,42.98573,-70.61819,,1,FMS Transect 27
,,,UB,,,,,11G46,GBBG,5,20,2011,42.9888,-70.61238,Rock_Vegetated,1,Incinerator Ridge
17,1227-69911,,1H3,,,1360,,11G47,GBBG,5,20,2011,42.98911,-70.61271,Rock_Vegetated,1,Gerry's Ridge
1838,1997-12608,1838,0R8,,,,,11G48,GBBG,5,21,2011,42.98661,-70.61767,,1,FMS Transect 28
,,1144,9A4,,,,,11G49,GBBG,5,21,2011,42.98722,-70.61694,,1,SML Dock
1837,1997-12607,1837,0R7,,,,,11G50,GBBG,5,19,2011,42.98854,-70.61572,,1,
1406,1777-14159,1406,5H9,,,,,11G51,GBBG,5,19,2011,42.98951,-70.61618,,1,Celia's Garden
1832,1997-12602,1832,0R2,,,,UB,11G52,GBBG,5,20,2011,42.98691,-70.61604,Shrub_Large,1,Graveyard
1833,1997-12603,1833,0R3,,,1536,6P5,11G53,GBBG,5,19,2011,42.98909,-70.61369,Pebbles_Vegetated,1,Broad Cove
,,1538,5P6,,,1784,5K4,11G55,GBBG,5,20,2011,42.98841,-70.61205,,1,Trail: Bartels to Bench
,,1357,4P3,,,1775,8F3,11G56,GBBG,5,20,2011,42.98743,-70.61311,Shrub_Small,1,Bartels
1835,1997-12605,1835,0R5,1842,1997-12612,1842,1R2,11G60,GBBG,5,20,2011,42.98888,-70.61135,Rock_Vegetated,1,Gerry's Ridge
1843,1997-12613,1843,1R3,,,,,11G61,GBBG,5,21,2011,42.98621,-70.6182,Rock_Vegetated,1,FMS Transect 28
1844,1997-12614,1844,1R4,,,,,11G62,GBBG,5,21,2011,42.98696,-70.61586,Rock_Vegetated,1,Sunset Pavilion
1858,1997-12628,1858,2R8,1873,1997-12643,1873,4R4,11G63,GBBG,5,21,2011,42.99015,-70.6168,Rock_Vegetated,1,Road: Sandpiper Beach Road
1856,1997-12626,1856,2R6,1872,1997-12642,1872,4R3,11G64,GBBG,5,21,2011,42.98959,-70.61673,,1,Road: Sandpiper Beach Road
1859,1997-12629,1859,2R9,,,,,11G70,GBBG,5,21,2011,42.99038,-70.61681,,1,Sandpiper Beach
1860,1997-12630,1860,3R0,1875,1997-12645,1875,4R6,11G71,GBBG,5,21,2011,42.99075,-70.61678,Pebbles_Vegetated,1,Sandpiper Beach
,,1253,0 E 6,,,,,11G72,GBBG,5,21,2011,42.99065,-70.61669,,1,Sandpiper Beach
1861,1997-12631,1861,3R1,,,,UB,11G73,GBBG,5,21,2011,42.99097,-70.61674,Rock_Bare,1,Larus Ledge
1862,1997-12632,1862,3R2,1876,1997-12646,1876,4R7,11G74,GBBG,5,21,2011,42.99098,-70.61665,Rock_Vegetated,1,Larus Ledge
1863,1997-12633,1863,3R3,,,,,11G75,GBBG,5,21,2011,42.99134,-70.61644,Rock_Vegetated,1,FMS Transect 8
1864,1997-12634,1864,3R4,,,1256,0 E 9,11G76,GBBG,5,21,2011,42.99139,-70.6164,Rock_Vegetated,1,FMS Transect 8
1865,1997-12635,1865,3R5,,,,,11G77,GBBG,5,21,2011,42.99136,-70.6165,,1,FMS Transect 8
1866,1997-12636,1866,3R6,,,,,11G78,GBBG,5,21,2011,42.99155,-70.6163,Rock_Vegetated,1,FMS Transect 8
,,1404,5H7,,,1096,4A6,12G1,GBBG,5,12,2012,,,,156,Grass Lab
,,1357,4P3,,,1775,8F3,12G2,GBBG,5,14,2012,,,,133,Bartels
,,1860,3R0,,,1875,4R6,12G5,GBBG,5,16,2012,,,,183,Sandpiper Beach
,,54,2K4,2077,1997-12819,2077,2M4,12G14,GBBG,5,17,2012,42.98878,-70.61149,,155,Gerry's Ridge
,,47,5K2,2074,1997-12816,2074,2M1,12G21,GBBG,5,17,2012,42.98909,-70.61559,,156,Grass Lab
,,52,3K9,2100,1997-12831,2100,3M6,12G26,GBBG,5,17,2012,42.98846,-70.6156,,1,High Tide Pier
,,1502,7P0,2059,1997-12812,2059,1M7,12G33,GBBG,5,17,2012,42.9875,-70.61531,Grass,166,Laighton
,,1095,4A5,2098,1997-12828,2098,3M3,12G36,GBBG,5,17,2012,42.99091,-70.61682,,1,Larus Ledge
,,1862,3R2,,,1876,4R7,12G37,GBBG,5,17,2012,,,,167,Larus Ledge
,,1536,6P5,,,1833,0R3,12G40,GBBG,5,18,2012,,,,135,Broad Cove
,,1840,1R0,,,1585,3P2,12G43,GBBG,5,17,2012,,,,178,Road: SML dock to high tide pier
,,1704,9K1,,,,,12G53,GBBG,5,25,2012,42.9862,-70.6183,Rock_Vegetated,150,FMS Transect 28
,,1696,4K1,,,1841,1R1,12G55,GBBG,5,18,2012,,,,149,FMS Transect 27
,,1707,9K5,,,1839,0R9,12G56,GBBG,5,25,2012,42.98694,-70.61683,Rock_Vegetated,149,FMS Transect 27
,,1269,2 E 2,,,,,12G60,GBBG,5,25,2012,42.98693,-70.6158,Shrub_Small,186,Sunset Pavilion
,,1663,1K7,,,,,12G61,GBBG,5,25,2012,42.98692,-70.61576,Shrub_Small,186,Sunset Pavilion
2072,1997-12814,2072,1M9,,,1260,1 E 3,12G84,GBBG,5,27,2012,42.98895,-70.61492,Shrub_Large,1,Road: to Broad Cove
,,2064,1M8,,,2076,2M3,12G100,GBBG,5,25,2012,42.98728,-70.61564,Rock_Vegetated,179,Road: SML dock to Laighton
,,1167,1C9,2093,1997-12821,2093,2M6,12G101,GBBG,5,25,2012,42.98849,-70.61111,,1,Gerry's Ridge
2122,1997-12840,2122,4M5,,,,,12G102,GBBG,5,25,2012,42.98925,-70.61616,,1,Celia's Garden
2094,1997-12824,2094,2M9,2123,1997-12841,2123,4M6,12G103,GBBG,5,25,2012,42.98975,-70.61687,,1,Road: Sandpiper Beach Road
,,1228,8C0,,,,,12G104,GBBG,5,25,2012,42.99038,-70.61678,Pebbles_Bare,183,Sandpiper Beach
,,1235,8C7,,,,,12G105,GBBG,5,25,2012,42.98824,-70.61579,Pebbles_Bare,162,High Tide Pier
2083,1997-12833,2083,3M8,2136,1997-12852,2136,5M7,12G106,GBBG,5,25,2012,42.98823,-70.61601,Pebbles_Bare,162,High Tide Pier
2124,1997-12842,2124,4M7,2135,1997-12851,2135,5M6,12G107,GBBG,5,25,2012,42.98838,-70.61581,,1,High Tide Pier
2125,1997-12843,2125,4M8,,,,,12G108,GBBG,5,25,2012,42.98845,-70.61524,,1,Wastewater Treatment
2126,1997-12844,2126,4M9,,,,,12G109,GBBG,5,25,2012,42.98719,-70.6168,,1,SML Dock
,,1121,7A1,,,,,12G110,GBBG,5,25,2012,42.98687,-70.61594,Rock_Vegetated,186,Sunset Pavilion
2127,1997-12845,2127,5M0,,,,,12G111,GBBG,5,25,2012,42.98688,-70.61588,,1,Sunset Pavilion
2129,1997-12846,2129,5M1,,,,,12G112,GBBG,5,25,2012,42.98686,-70.61596,,1,Sunset Pavilion
2130,1997-12847,2130,5M2,,,1778,9F2,12G113,GBBG,5,25,2012,42.98713,-70.6158,,1,Road: SML dock to Laighton
,,1855,2R5,51,1227-69945,,,12G114,GBBG,5,26,2012,42.98849,-70.61564,,1,High Tide Pier
2091,1997-12822,2091,2M7,,,,,12G115,GBBG,5,26,2012,42.9894,-70.6164,,1,Road: Sandpiper Beach Road
2092,1997-12823,2092,2M8,,,,,12G116,GBBG,5,26,2012,42.98977,-70.61697,,1,Road: Sandpiper Beach Road
2096,1997-12826,2096,3M1,,,,,12G117,GBBG,5,26,2012,42.99023,-70.61686,,1,Road: Sandpiper Beach Road
,,1861,3R1,,,,,12G118,GBBG,5,26,2012,42.99097,-70.61678,,1,Larus Ledge
,,1256,0 E 9,,,,,12G119,GBBG,5,26,2012,42.99137,-70.61638,,1,Larus Ledge
